"Continente","Pais","Departamento","Ciudad","Population"
"Europe","Poland","Warminsko-Mazurskie","Elblag","129782"
"Europe","Poland","Opolskie","Opole","129553"
"Europe","Poland","Lubuskie","Gorzów Wielkopolski","126019"
"Europe","Poland","Kujawsko-Pomorskie","Wloclawek","123373"
"Europe","Poland","Slaskie","Chorzów","121708"
"Europe","Poland","Malopolskie","Tarnów","121494"
"Europe","Poland","Lubuskie","Zielona Góra","118182"
"Europe","Poland","Zachodnio-Pomorskie","Koszalin","112375"
"Europe","Poland","Dolnoslaskie","Legnica","109335"
"Europe","Poland","Wielkopolskie","Kalisz","106641"
"Europe","Poland","Kujawsko-Pomorskie","Grudziadz","102434"
"Europe","Poland","Pomorskie","Slupsk","102370"
"Europe","Poland","Slaskie","Jastrzebie-Zdrój","102294"
"Europe","Poland","Slaskie","Jaworzno","97929"
"Europe","Poland","Dolnoslaskie","Jelenia Góra","93901"
"North America","Puerto Rico","San Juan","San Juan","434374"
"North America","Puerto Rico","Bayamón","Bayamón","224044"
"North America","Puerto Rico","Ponce","Ponce","186475"
"North America","Puerto Rico","Carolina","Carolina","186076"
"North America","Puerto Rico","Caguas","Caguas","140502"
"North America","Puerto Rico","Arecibo","Arecibo","100131"
"North America","Puerto Rico","Guaynabo","Guaynabo","100053"
"North America","Puerto Rico","Mayagüez","Mayagüez","98434"
"North America","Puerto Rico","Toa Baja","Toa Baja","94085"
"Asia","North Korea","Pyongyang-si","Pyongyang","2484000"
"Asia","North Korea","Hamgyong N","Hamhung","709730"
"Asia","North Korea","Hamgyong P","Chongjin","582480"
"Asia","North Korea","Nampo-si","Nampo","566200"
"Asia","North Korea","Pyongan P","Sinuiju","326011"
"Asia","North Korea","Kangwon","Wonsan","300148"
"Asia","North Korea","Pyongan N","Phyongsong","272934"
"Asia","North Korea","Hwanghae P","Sariwon","254146"
"Asia","North Korea","Hwanghae N","Haeju","229172"
"Asia","North Korea","Chagang","Kanggye","223410"
"Asia","North Korea","Hamgyong P","Kimchaek","179000"
"Asia","North Korea","Yanggang","Hyesan","178020"
"Asia","North Korea","Kaesong-si","Kaesong","171500"
"Europe","Portugal","Lisboa","Lisboa","563210"
"Europe","Portugal","Porto","Porto","273060"
"Europe","Portugal","Lisboa","Amadora","122106"
"Europe","Portugal","Coímbra","Coímbra","96100"
"Europe","Portugal","Braga","Braga","90535"
"South America","Paraguay","Asunción","Asunción","557776"
"South America","Paraguay","Alto Paraná","Ciudad del Este","133881"
"South America","Paraguay","Central","San Lorenzo","133395"
"South America","Paraguay","Central","Lambaré","99681"
"South America","Paraguay","Central","Fernando de la Mora","95287"
"Asia","Palestine","Gaza","Gaza","353632"
"Asia","Palestine","Khan Yunis","Khan Yunis","123175"
"Asia","Palestine","Hebron","Hebron","119401"
"Asia","Palestine","North Gaza","Jabaliya","113901"
"Asia","Palestine","Nablus","Nablus","100231"
"Asia","Palestine","Rafah","Rafah","92020"
"Oceania","French Polynesia","Tahiti","Faaa","25888"
"Oceania","French Polynesia","Tahiti","Papeete","25553"
"Asia","Qatar","Doha","Doha","355000"
"Africa","Réunion","Saint-Denis","Saint-Denis","131480"
"Europe","Romania","Bukarest","Bucuresti","2016131"
"Europe","Romania","Iasi","Iasi","348070"
"Europe","Romania","Constanta","Constanta","342264"
"Europe","Romania","Cluj","Cluj-Napoca","332498"
"Europe","Romania","Galati","Galati","330276"
"Europe","Romania","Timis","Timisoara","324304"
"Europe","Romania","Brasov","Brasov","314225"
"Europe","Romania","Dolj","Craiova","313530"
"Europe","Romania","Prahova","Ploiesti","251348"
"Europe","Romania","Braila","Braila","233756"
"Europe","Romania","Bihor","Oradea","222239"
"Europe","Romania","Bacau","Bacau","209235"
"Europe","Romania","Arges","Pitesti","187170"
"Europe","Romania","Arad","Arad","184408"
"Europe","Romania","Sibiu","Sibiu","169611"
"Europe","Romania","Mures","Târgu Mures","165153"
"Europe","Romania","Maramures","Baia Mare","149665"
"Europe","Romania","Buzau","Buzau","148372"
"Europe","Romania","Satu Mare","Satu Mare","130059"
"Europe","Romania","Botosani","Botosani","128730"
"Europe","Romania","Neamt","Piatra Neamt","125070"
"Europe","Romania","Vâlcea","Râmnicu Vâlcea","119741"
"Europe","Romania","Suceava","Suceava","118549"
"Europe","Romania","Mehedinti","Drobeta-Turnu Severin","117865"
"Europe","Romania","Dâmbovita","Târgoviste","98980"
"Europe","Romania","Vrancea","Focsani","98979"
"Europe","Romania","Gorj","Târgu Jiu","98524"
"Europe","Romania","Tulcea","Tulcea","96278"
"Europe","Romania","Caras-Severin","Resita","93976"
"Europe","Russian Federation","Moscow (City)","Moscow","8389200"
"Europe","Russian Federation","Pietari","St Petersburg","4694000"
"Europe","Russian Federation","Novosibirsk","Novosibirsk","1398800"
"Europe","Russian Federation","Nizni Novgorod","Nizni Novgorod","1357000"
"Europe","Russian Federation","Sverdlovsk","Jekaterinburg","1266300"
"Europe","Russian Federation","Samara","Samara","1156100"
"Europe","Russian Federation","Omsk","Omsk","1148900"
"Europe","Russian Federation","Tatarstan","Kazan","1101000"
"Europe","Russian Federation","Baškortostan","Ufa","1091200"
"Europe","Russian Federation","Tšeljabinsk","Tšeljabinsk","1083200"
"Europe","Russian Federation","Rostov-na-Donu","Rostov-na-Donu","1012700"
"Europe","Russian Federation","Perm","Perm","1009700"
"Europe","Russian Federation","Volgograd","Volgograd","993400"
"Europe","Russian Federation","Voronez","Voronez","907700"
"Europe","Russian Federation","Krasnojarsk","Krasnojarsk","875500"
"Europe","Russian Federation","Saratov","Saratov","874000"
"Europe","Russian Federation","Samara","Toljatti","722900"
"Europe","Russian Federation","Uljanovsk","Uljanovsk","667400"
"Europe","Russian Federation","Udmurtia","Izevsk","652800"
"Europe","Russian Federation","Krasnodar","Krasnodar","639000"
"Europe","Russian Federation","Jaroslavl","Jaroslavl","616700"
"Europe","Russian Federation","Habarovsk","Habarovsk","609400"
"Europe","Russian Federation","Primorje","Vladivostok","606200"
"Europe","Russian Federation","Irkutsk","Irkutsk","593700"
"Europe","Russian Federation","Altai","Barnaul","580100"
"Europe","Russian Federation","Kemerovo","Novokuznetsk","561600"
"Europe","Russian Federation","Penza","Penza","532200"
"Europe","Russian Federation","Rjazan","Rjazan","529900"
"Europe","Russian Federation","Orenburg","Orenburg","523600"
"Europe","Russian Federation","Lipetsk","Lipetsk","521000"
"Europe","Russian Federation","Tatarstan","Nabereznyje Tšelny","514700"
"Europe","Russian Federation","Tula","Tula","506100"
"Europe","Russian Federation","Tjumen","Tjumen","503400"
"Europe","Russian Federation","Kemerovo","Kemerovo","492700"
"Europe","Russian Federation","Astrahan","Astrahan","486100"
"Europe","Russian Federation","Tomsk","Tomsk","482100"
"Europe","Russian Federation","Kirov","Kirov","466200"
"Europe","Russian Federation","Ivanovo","Ivanovo","459200"
"Europe","Russian Federation","Tšuvassia","Tšeboksary","459200"
"Europe","Russian Federation","Brjansk","Brjansk","457400"
"Europe","Russian Federation","Tver","Tver","454900"
"Europe","Russian Federation","Kursk","Kursk","443500"
"Europe","Russian Federation","Tšeljabinsk","Magnitogorsk","427900"
"Europe","Russian Federation","Kaliningrad","Kaliningrad","424400"
"Europe","Russian Federation","Sverdlovsk","Nizni Tagil","390900"
"Europe","Russian Federation","Murmansk","Murmansk","376300"
"Europe","Russian Federation","Burjatia","Ulan-Ude","370400"
"Europe","Russian Federation","Kurgan","Kurgan","364700"
"Europe","Russian Federation","Arkangeli","Arkangeli","361800"
"Europe","Russian Federation","Krasnodar","Sotši","358600"
"Europe","Russian Federation","Smolensk","Smolensk","353400"
"Europe","Russian Federation","Orjol","Orjol","344500"
"Europe","Russian Federation","Stavropol","Stavropol","343300"
"Europe","Russian Federation","Belgorod","Belgorod","342000"
"Europe","Russian Federation","Kaluga","Kaluga","339300"
"Europe","Russian Federation","Vladimir","Vladimir","337100"
"Europe","Russian Federation","Dagestan","Mahatškala","332800"
"Europe","Russian Federation","Vologda","Tšerepovets","324400"
"Europe","Russian Federation","Mordva","Saransk","314800"
"Europe","Russian Federation","Tambov","Tambov","312000"
"Europe","Russian Federation","North Ossetia-Alania","Vladikavkaz","310100"
"Europe","Russian Federation","Tšita","Tšita","309900"
"Europe","Russian Federation","Vologda","Vologda","302500"
"Europe","Russian Federation","Novgorod","Veliki Novgorod","299500"
"Europe","Russian Federation","Habarovsk","Komsomolsk-na-Amure","291600"
"Europe","Russian Federation","Kostroma","Kostroma","288100"
"Europe","Russian Federation","Volgograd","Volzski","286900"
"Europe","Russian Federation","Rostov-na-Donu","Taganrog","284400"
"Europe","Russian Federation","Karjala","Petroskoi","282100"
"Europe","Russian Federation","Irkutsk","Bratsk","277600"
"Europe","Russian Federation","Nizni Novgorod","Dzerzinsk","277100"
"Europe","Russian Federation","Hanti-Mansia","Surgut","274900"
"Europe","Russian Federation","Orenburg","Orsk","273900"
"Europe","Russian Federation","Baškortostan","Sterlitamak","265200"
"Europe","Russian Federation","Irkutsk","Angarsk","264700"
"Europe","Russian Federation","Marinmaa","Joškar-Ola","249200"
"Europe","Russian Federation","Jaroslavl","Rybinsk","239600"
"Europe","Russian Federation","Kemerovo","Prokopjevsk","237300"
"Europe","Russian Federation","Hanti-Mansia","Niznevartovsk","233900"
"Europe","Russian Federation","Kabardi-Balkaria","Naltšik","233400"
"Europe","Russian Federation","Komi","Syktyvkar","229700"
"Europe","Russian Federation","Arkangeli","Severodvinsk","229300"
"Europe","Russian Federation","Altai","Bijsk","225000"
"Europe","Russian Federation","Tatarstan","Niznekamsk","223400"
"Europe","Russian Federation","Amur","Blagoveštšensk","222000"
"Europe","Russian Federation","Rostov-na-Donu","Šahty","221800"
"Europe","Russian Federation","Belgorod","Staryi Oskol","213800"
"Europe","Russian Federation","Moscow (City)","Zelenograd","207100"
"Europe","Russian Federation","Saratov","Balakovo","206000"
"Europe","Russian Federation","Krasnodar","Novorossijsk","203300"
"Europe","Russian Federation","Pihkova","Pihkova","201500"
"Europe","Russian Federation","Tšeljabinsk","Zlatoust","196900"
"Europe","Russian Federation","Saha (Jakutia)","Jakutsk","195400"
"Europe","Russian Federation","Moskova","Podolsk","194300"
"Europe","Russian Federation","Kamtšatka","Petropavlovsk-Kamtšatski","194100"
"Europe","Russian Federation","Sverdlovsk","Kamensk-Uralski","190600"
"Europe","Russian Federation","Saratov","Engels","189000"
"Europe","Russian Federation","Samara","Syzran","186900"
"Europe","Russian Federation","Tšetšenia","Grozny","186000"
"Europe","Russian Federation","Rostov-na-Donu","Novotšerkassk","184400"
"Europe","Russian Federation","Perm","Berezniki","181900"
"Europe","Russian Federation","Sahalin","Juzno-Sahalinsk","179200"
"Europe","Russian Federation","Rostov-na-Donu","Volgodonsk","178200"
"Europe","Russian Federation","Hakassia","Abakan","169200"
"Europe","Russian Federation","Adygea","Maikop","167300"
"Europe","Russian Federation","Tšeljabinsk","Miass","166200"
"Europe","Russian Federation","Krasnodar","Armavir","164900"
"Europe","Russian Federation","Moskova","Ljubertsy","163900"
"Europe","Russian Federation","Altai","Rubtsovsk","162600"
"Europe","Russian Federation","Vladimir","Kovrov","159900"
"Europe","Russian Federation","Primorje","Nahodka","157700"
"Europe","Russian Federation","Primorje","Ussurijsk","157300"
"Europe","Russian Federation","Baškortostan","Salavat","156800"
"Europe","Russian Federation","Moskova","Mytištši","155700"
"Europe","Russian Federation","Moskova","Kolomna","150700"
"Europe","Russian Federation","Moskova","Elektrostal","147000"
"Europe","Russian Federation","Vladimir","Murom","142400"
"Europe","Russian Federation","Pietari","Kolpino","141200"
"Europe","Russian Federation","Krasnojarsk","Norilsk","140800"
"Europe","Russian Federation","Tatarstan","Almetjevsk","140700"
"Europe","Russian Federation","Tula","Novomoskovsk","138100"
"Europe","Russian Federation","Uljanovsk","Dimitrovgrad","137000"
"Europe","Russian Federation","Sverdlovsk","Pervouralsk","136100"
"Europe","Russian Federation","Moskova","Himki","133700"
"Europe","Russian Federation","Moskova","Balašiha","132900"
"Europe","Russian Federation","Stavropol","Nevinnomyssk","132600"
"Europe","Russian Federation","Stavropol","Pjatigorsk","132500"
"Europe","Russian Federation","Moskova","Korolev","132400"
"Europe","Russian Federation","Moskova","Serpuhov","132000"
"Europe","Russian Federation","Moskova","Odintsovo","127400"
"Europe","Russian Federation","Moskova","Orehovo-Zujevo","124900"
"Europe","Russian Federation","Volgograd","Kamyšin","124600"
"Europe","Russian Federation","Tšuvassia","Novotšeboksarsk","123400"
"Europe","Russian Federation","Karatšai-Tšerkessia","Tšerkessk","121700"
"Europe","Russian Federation","Krasnojarsk","Atšinsk","121600"
"Europe","Russian Federation","Magadan","Magadan","121000"
"Europe","Russian Federation","Tambov","Mitšurinsk","120700"
"Europe","Russian Federation","Stavropol","Kislovodsk","120400"
"Europe","Russian Federation","Lipetsk","Jelets","119400"
"Europe","Russian Federation","Tomsk","Seversk","118600"
"Europe","Russian Federation","Moskova","Noginsk","117200"
"Europe","Russian Federation","Pihkova","Velikije Luki","116300"
"Europe","Russian Federation","Samara","Novokuibyševsk","116200"
"Europe","Russian Federation","Baškortostan","Neftekamsk","115700"
"Europe","Russian Federation","Kemerovo","Leninsk-Kuznetski","113800"
"Europe","Russian Federation","Baškortostan","Oktjabrski","111500"
"Europe","Russian Federation","Moskova","Sergijev Posad","111100"
"Europe","Russian Federation","Nizni Novgorod","Arzamas","110700"
"Europe","Russian Federation","Kemerovo","Kiseljovsk","110000"
"Europe","Russian Federation","Orenburg","Novotroitsk","109600"
"Europe","Russian Federation","Kaluga","Obninsk","108300"
"Europe","Russian Federation","Krasnojarsk","Kansk","107400"
"Europe","Russian Federation","Udmurtia","Glazov","106300"
"Europe","Russian Federation","Perm","Solikamsk","106000"
"Europe","Russian Federation","Udmurtia","Sarapul","105700"
"Europe","Russian Federation","Irkutsk","Ust-Ilimsk","105200"
"Europe","Russian Federation","Moskova","Štšolkovo","104900"
"Europe","Russian Federation","Kemerovo","Mezduretšensk","104400"
"Europe","Russian Federation","Irkutsk","Usolje-Sibirskoje","103500"
"Europe","Russian Federation","Kalmykia","Elista","103300"
"Europe","Russian Federation","Rostov-na-Donu","Novošahtinsk","101900"
"Europe","Russian Federation","Udmurtia","Votkinsk","101700"
"Europe","Russian Federation","Tyva","Kyzyl","101100"
"Europe","Russian Federation","Sverdlovsk","Serov","100400"
"Europe","Russian Federation","Tatarstan","Zelenodolsk","100200"
"Europe","Russian Federation","Moskova","Zeleznodoroznyi","100100"
"Europe","Russian Federation","Ivanovo","Kinešma","100000"
"Europe","Russian Federation","Penza","Kuznetsk","98200"
"Europe","Russian Federation","Komi","Uhta","98000"
"Europe","Russian Federation","Stavropol","Jessentuki","97900"
"Europe","Russian Federation","Tjumen","Tobolsk","97600"
"Europe","Russian Federation","Hanti-Mansia","Neftejugansk","97400"
"Europe","Russian Federation","Rostov-na-Donu","Bataisk","97300"
"Europe","Russian Federation","Yamalin Nenetsia","Nojabrsk","97300"
"Europe","Russian Federation","Saratov","Balašov","97100"
"Europe","Russian Federation","Kursk","Zeleznogorsk","96900"
"Europe","Russian Federation","Moskova","Zukovski","96500"
"Europe","Russian Federation","Kemerovo","Anzero-Sudzensk","96100"
"Europe","Russian Federation","Tatarstan","Bugulma","94100"
"Europe","Russian Federation","Krasnojarsk","Zeleznogorsk","94000"
"Europe","Russian Federation","Sverdlovsk","Novouralsk","93300"
"Europe","Russian Federation","Pietari","Puškin","92900"
"Europe","Russian Federation","Komi","Vorkuta","92600"
"Europe","Russian Federation","Dagestan","Derbent","92300"
"Europe","Russian Federation","Kirov","Kirovo-Tšepetsk","91600"
"Europe","Russian Federation","Moskova","Krasnogorsk","91000"
"Europe","Russian Federation","Moskova","Klin","90000"
"Europe","Russian Federation","Perm","Tšaikovski","90000"
"Europe","Russian Federation","Yamalin Nenetsia","Novyi Urengoi","89800"
"Africa","Rwanda","Kigali","Kigali","286000"
"Asia","Saudi Arabia","Riyadh","Riyadh","3324000"
"Asia","Saudi Arabia","Mekka","Jedda","2046300"
"Asia","Saudi Arabia","Mekka","Mekka","965700"
"Asia","Saudi Arabia","Medina","Medina","608300"
"Asia","Saudi Arabia","al-Sharqiya","al-Dammam","482300"
"Asia","Saudi Arabia","Mekka","al-Taif","416100"
"Asia","Saudi Arabia","Tabuk","Tabuk","292600"
"Asia","Saudi Arabia","al-Qasim","Burayda","248600"
"Asia","Saudi Arabia","al-Sharqiya","al-Hufuf","225800"
"Asia","Saudi Arabia","al-Sharqiya","al-Mubarraz","219100"
"Asia","Saudi Arabia","Asir","Khamis Mushayt","217900"
"Asia","Saudi Arabia","Hail","Hail","176800"
"Asia","Saudi Arabia","Riad","al-Kharj","152100"
"Asia","Saudi Arabia","al-Sharqiya","al-Khubar","141700"
"Asia","Saudi Arabia","al-Sharqiya","Jubayl","140800"
"Asia","Saudi Arabia","al-Sharqiya","Hafar al-Batin","137800"
"Asia","Saudi Arabia","al-Sharqiya","al-Tuqba","125700"
"Asia","Saudi Arabia","Medina","Yanbu","119800"
"Asia","Saudi Arabia","Asir","Abha","112300"
"Asia","Saudi Arabia","al-Khudud al-Samaliy","Ara´ar","108100"
"Asia","Saudi Arabia","al-Sharqiya","al-Qatif","98900"
"Asia","Saudi Arabia","Mekka","al-Hawiya","93900"
"Asia","Saudi Arabia","Qasim","Unayza","91100"
"Asia","Saudi Arabia","Najran","Najran","91000"
"Africa","Sudan","Khartum","Omdurman","1271403"
"Africa","Sudan","Khartum","Khartum","947483"
"Africa","Sudan","Khartum","Sharq al-Nil","700887"
"Africa","Sudan","al-Bahr al-Ahmar","Port Sudan","308195"
"Africa","Sudan","Kassala","Kassala","234622"
"Africa","Sudan","Kurdufan al-Shamaliy","Obeid","229425"
"Africa","Sudan","Darfur al-Janubiya","Nyala","227183"
"Africa","Sudan","al-Jazira","Wad Madani","211362"
"Africa","Sudan","al-Qadarif","al-Qadarif","191164"
"Africa","Sudan","al-Bahr al-Abyad","Kusti","173599"
"Africa","Sudan","Darfur al-Shamaliya","al-Fashir","141884"
"Africa","Sudan","Bahr al-Jabal","Juba","114980"
"Africa","Senegal","Cap-Vert","Pikine","855287"
"Africa","Senegal","Cap-Vert","Dakar","785071"
"Africa","Senegal","Thiès","Thiès","248000"
"Africa","Senegal","Kaolack","Kaolack","199000"
"Africa","Senegal","Ziguinchor","Ziguinchor","192000"
"Africa","Senegal","Cap-Vert","Rufisque","150000"
"Africa","Senegal","Saint-Louis","Saint-Louis","132400"
"Africa","Senegal","Thiès","Mbour","109300"
"Africa","Senegal","Diourbel","Diourbel","99400"
"Asia","Singapore","–","Singapore","4017733"
"Africa","Saint Helena","Saint Helena","Jamestown","1500"
"Europe","Svalbard and Jan Mayen","Länsimaa","Longyearbyen","1438"
"Oceania","Solomon Islands","Honiara","Honiara","50100"
"Africa","Sierra Leone","Western","Freetown","850000"
"North America","El Salvador","San Salvador","San Salvador","415346"
"North America","El Salvador","Santa Ana","Santa Ana","139389"
"North America","El Salvador","San Salvador","Mejicanos","138800"
"North America","El Salvador","San Salvador","Soyapango","129800"
"North America","El Salvador","San Miguel","San Miguel","127696"
"North America","El Salvador","La Libertad","Nueva San Salvador","98400"
"North America","El Salvador","San Salvador","Apopa","88800"
"Europe","San Marino","Serravalle/Dogano","Serravalle","4802"
"Europe","San Marino","San Marino","San Marino","2294"
"Africa","Somalia","Banaadir","Mogadishu","997000"
"Africa","Somalia","Woqooyi Galbeed","Hargeysa","90000"
"Africa","Somalia","Jubbada Hoose","Kismaayo","90000"
"North America","Saint Pierre and Miquelon","Saint-Pierre","Saint-Pierre","5808"
"Africa","Sao Tome and Principe","Aqua Grande","São Tomé","49541"
"South America","Suriname","Paramaribo","Paramaribo","112000"
"Europe","Slovakia","Bratislava","Bratislava","448292"
"Europe","Slovakia","Východné Slovensko","Košice","241874"
"Europe","Slovakia","Východné Slovensko","Prešov","93977"
"Europe","Slovenia","Osrednjeslovenska","Ljubljana","270986"
"Europe","Slovenia","Podravska","Maribor","115532"
"Europe","Sweden","Lisboa","Stockholm","750348"
"Europe","Sweden","West Götanmaan län","Gothenburg [Göteborg]","466990"
"Europe","Sweden","Skåne län","Malmö","259579"
"Europe","Sweden","Uppsala län","Uppsala","189569"
"Europe","Sweden","East Götanmaan län","Linköping","133168"
"Europe","Sweden","Västmanlands län","Västerås","126328"
"Europe","Sweden","Örebros län","Örebro","124207"
"Europe","Sweden","East Götanmaan län","Norrköping","122199"
"Europe","Sweden","Skåne län","Helsingborg","117737"
"Europe","Sweden","Jönköpings län","Jönköping","117095"
"Europe","Sweden","Västerbottens län","Umeå","104512"
"Europe","Sweden","Skåne län","Lund","98948"
"Europe","Sweden","West Götanmaan län","Borås","96883"
"Europe","Sweden","Västernorrlands län","Sundsvall","93126"
"Europe","Sweden","Gävleborgs län","Gävle","90742"
"Africa","Swaziland","Hhohho","Mbabane","61000"
"Africa","Seychelles","Mahé","Victoria","41000"
"Asia","Syria","Damascus","Damascus","1347000"
"Asia","Syria","Aleppo","Aleppo","1261983"
"Asia","Syria","Hims","Hims","507404"
"Asia","Syria","Hama","Hama","343361"
"Asia","Syria","Latakia","Latakia","264563"
"Asia","Syria","al-Hasaka","al-Qamishliya","144286"
"Asia","Syria","Dayr al-Zawr","Dayr al-Zawr","140459"
"Asia","Syria","Damaskos","Jaramana","138469"
"Asia","Syria","Damaskos","Duma","131158"
"Asia","Syria","al-Raqqa","al-Raqqa","108020"
"Asia","Syria","Idlib","Idlib","91081"
"North America","Turks and Caicos Islands","Grand Turk","Cockburn Town","4800"
"Africa","Chad","Chari-Baguirmi","N´Djaména","530965"
"Africa","Chad","Logone Occidental","Moundou","99500"
"Africa","Togo","Maritime","Lomé","375000"
"Asia","Thailand","Bangkok","Bangkok","6320174"
"Asia","Thailand","Nonthaburi","Nonthaburi","292100"
"Asia","Thailand","Nakhon Ratchasima","Nakhon Ratchasima","181400"
"Asia","Thailand","Chiang Mai","Chiang Mai","171100"
"Asia","Thailand","Udon Thani","Udon Thani","158100"
"Asia","Thailand","Songkhla","Hat Yai","148632"
"Asia","Thailand","Khon Kaen","Khon Kaen","126500"
"Asia","Thailand","Nonthaburi","Pak Kret","126055"
"Asia","Thailand","Nakhon Sawan","Nakhon Sawan","123800"
"Asia","Thailand","Ubon Ratchathani","Ubon Ratchathani","116300"
"Asia","Thailand","Songkhla","Songkhla","94900"
"Asia","Thailand","Nakhon Pathom","Nakhon Pathom","94100"
"Asia","Tajikistan","Karotegin","Dushanbe","524000"
"Asia","Tajikistan","Khujand","Khujand","161500"
"Oceania","Tokelau","Fakaofo","Fakaofo","300"
"Asia","Turkmenistan","Ahal","Ashgabat","540600"
"Asia","Turkmenistan","Lebap","Chärjew","189200"
"Asia","Turkmenistan","Dashhowuz","Dashhowuz","141800"
"Asia","Turkmenistan","Mary","Mary","101000"
"Asia","East Timor","Dili","Dili","47900"
"Oceania","Tonga","Tongatapu","Nuku´alofa","22400"
"North America","Trinidad and Tobago","Caroni","Chaguanas","56601"
"North America","Trinidad and Tobago","Port-of-Spain","Port-of-Spain","43396"
"Africa","Tunisia","Tunis","Tunis","690600"
"Africa","Tunisia","Sfax","Sfax","257800"
"Africa","Tunisia","Ariana","Ariana","197000"
"Africa","Tunisia","Ariana","Ettadhamen","178600"
"Africa","Tunisia","Sousse","Sousse","145900"
"Africa","Tunisia","Kairouan","Kairouan","113100"
"Africa","Tunisia","Biserta","Biserta","108900"
"Africa","Tunisia","Gabès","Gabès","106600"
"Asia","Turkey","Istanbul","Istanbul","8787958"
"Asia","Turkey","Ankara","Ankara","3038159"
"Asia","Turkey","Izmir","Izmir","2130359"
"Asia","Turkey","Adana","Adana","1131198"
"Asia","Turkey","Bursa","Bursa","1095842"
"Asia","Turkey","Gaziantep","Gaziantep","789056"
"Asia","Turkey","Konya","Konya","628364"
"Asia","Turkey","Içel","Mersin (Içel)","587212"
"Asia","Turkey","Antalya","Antalya","564914"
"Asia","Turkey","Diyarbakir","Diyarbakir","479884"
"Asia","Turkey","Kayseri","Kayseri","475657"
"Asia","Turkey","Eskisehir","Eskisehir","470781"
"Asia","Turkey","Sanliurfa","Sanliurfa","405905"
"Asia","Turkey","Samsun","Samsun","339871"
"Asia","Turkey","Malatya","Malatya","330312"
"Asia","Turkey","Kocaeli","Gebze","264170"
"Asia","Turkey","Denizli","Denizli","253848"
"Asia","Turkey","Sivas","Sivas","246642"
"Asia","Turkey","Erzurum","Erzurum","246535"
"Asia","Turkey","Adana","Tarsus","246206"
"Asia","Turkey","Kahramanmaras","Kahramanmaras","245772"
"Asia","Turkey","Elâzig","Elâzig","228815"
"Asia","Turkey","Van","Van","219319"
"Asia","Turkey","Istanbul","Sultanbeyli","211068"
"Asia","Turkey","Kocaeli","Izmit (Kocaeli)","210068"
"Asia","Turkey","Manisa","Manisa","207148"
"Asia","Turkey","Batman","Batman","203793"
"Asia","Turkey","Balikesir","Balikesir","196382"
"Asia","Turkey","Sakarya","Sakarya (Adapazari)","190641"
"Asia","Turkey","Hatay","Iskenderun","153022"
"Asia","Turkey","Osmaniye","Osmaniye","146003"
"Asia","Turkey","Çorum","Çorum","145495"
"Asia","Turkey","Kütahya","Kütahya","144761"
"Asia","Turkey","Hatay","Hatay (Antakya)","143982"
"Asia","Turkey","Kirikkale","Kirikkale","142044"
"Asia","Turkey","Adiyaman","Adiyaman","141529"
"Asia","Turkey","Trabzon","Trabzon","138234"
"Asia","Turkey","Ordu","Ordu","133642"
"Asia","Turkey","Aydin","Aydin","128651"
"Asia","Turkey","Usak","Usak","128162"
"Asia","Turkey","Edirne","Edirne","123383"
"Asia","Turkey","Tekirdag","Çorlu","123300"
"Asia","Turkey","Isparta","Isparta","121911"
"Asia","Turkey","Karabük","Karabük","118285"
"Asia","Turkey","Kilis","Kilis","118245"
"Asia","Turkey","Antalya","Alanya","117300"
"Asia","Turkey","Mardin","Kiziltepe","112000"
"Asia","Turkey","Zonguldak","Zonguldak","111542"
"Asia","Turkey","Siirt","Siirt","107100"
"Asia","Turkey","Sanliurfa","Viransehir","106400"
"Asia","Turkey","Tekirdag","Tekirdag","106077"
"Asia","Turkey","Karaman","Karaman","104200"
"Asia","Turkey","Afyon","Afyon","103984"
"Asia","Turkey","Aksaray","Aksaray","102681"
"Asia","Turkey","Adana","Ceyhan","102412"
"Asia","Turkey","Erzincan","Erzincan","102304"
"Asia","Turkey","Diyarbakir","Bismil","101400"
"Asia","Turkey","Aydin","Nazilli","99900"
"Asia","Turkey","Tokat","Tokat","99500"
"Asia","Turkey","Kars","Kars","93000"
"Asia","Turkey","Bursa","Inegöl","90500"
"Asia","Turkey","Balikesir","Bandirma","90200"
"Oceania","Tuvalu","Funafuti","Funafuti","4600"
"Asia","Taiwan","Taipei","Taipei","2641312"
"Asia","Taiwan","Kaohsiung","Kaohsiung","1475505"
"Asia","Taiwan","Taichung","Taichung","940589"
"Asia","Taiwan","Tainan","Tainan","728060"
"Asia","Taiwan","Taipei","Panchiao","523850"
"Asia","Taiwan","Taipei","Chungho","392176"
"Asia","Taiwan","Keelung","Keelung (Chilung)","385201"
"Asia","Taiwan","Taipei","Sanchung","380084"
"Asia","Taiwan","Taipei","Hsinchuang","365048"
"Asia","Taiwan","Hsinchu","Hsinchu","361958"
"Asia","Taiwan","Taoyuan","Chungli","318649"
"Asia","Taiwan","Kaohsiung","Fengshan","318562"
"Asia","Taiwan","Taoyuan","Taoyuan","316438"
"Asia","Taiwan","Chiayi","Chiayi","265109"
"Asia","Taiwan","Taipei","Hsintien","263603"
"Asia","Taiwan","Changhwa","Changhwa","227715"
"Asia","Taiwan","Taipei","Yungho","227700"
"Asia","Taiwan","Taipei","Tucheng","224897"
"Asia","Taiwan","Pingtung","Pingtung","214727"
"Asia","Taiwan","Tainan","Yungkang","193005"
